molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL3651016,0.072,nM,CC#CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,10.142667503568731,348.12224037199996,5,2,2.7634000000000007,True
CHEMBL3651000,0.081,nM,C=CC(=O)N1CCc2ccc(-c3ncnc4[nH]cc(C(=O)OCC)c34)cc21,10.09151498112135,362.13789043599996,5,1,2.8767000000000014,True
CHEMBL3650986,0.085,nM,C=C(C)C(=O)Nc1cncc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,10.070581074285707,351.13313940399996,6,2,2.7112000000000007,True
CHEMBL3651008,0.087,nM,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1S(C)(=O)=O,10.060480747381382,428.11544073999994,7,2,2.7197000000000005,True
CHEMBL3665131,0.09868,nM,CS(=O)(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.005770859182302,386.15249494400007,6,2,2.2459,True
CHEMBL3665220,0.09996,nM,N#CCC1(N2CCC[C@H](Nc3ncccc3-c3cnc4[nH]ccc4n3)C2)COC1,10.000173752545587,389.196408356,7,2,2.5788800000000007,True
CHEMBL4748313,0.1,nM,C=CC(=O)Nc1cccc(Cn2ncc3cnc(Nc4cnn(CCOC)c4)nc32)c1,10.0,418.18657194400004,9,2,2.5856000000000003,True
CHEMBL3665129,0.1074,nM,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,9.968995718636464,350.185509324,5,2,2.8328000000000007,True
CHEMBL3651004,0.11,nM,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1CO,9.958607314841775,380.14845511999994,6,3,2.8085000000000018,True
CHEMBL3651010,0.11,nM,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1O,9.958607314841775,366.13280505599994,6,3,3.021800000000001,True
CHEMBL3650998,0.11,nM,C=C(C)C(=O)Nc1ccc(F)c(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,9.958607314841775,368.128468624,5,2,3.455300000000001,True
CHEMBL3639498,0.11,nM,C=CC(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1OC,9.958607314841775,366.13280505599994,6,2,2.934700000000001,True
CHEMBL3650997,0.11,nM,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1OC,9.958607314841775,380.14845511999994,6,2,3.3248000000000015,True
CHEMBL3665157,0.1269,nM,CCCS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,9.896538377905294,401.1633939760001,7,2,2.0309999999999993,True
CHEMBL3651036,0.13,nM,C=CC(=O)N(C)c1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,9.886056647693163,350.13789043599996,5,1,2.950400000000001,True
CHEMBL3652407,0.132,nM,CC(C)COC1CCCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,9.87942606879415,463.2617110440001,6,1,3.4197000000000006,True
CHEMBL3665219,0.1347,nM,CC(C)CS(=O)(=O)N1C[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C[C@H](C(F)(F)F)C1,9.870632404277014,482.1711797000001,6,2,3.6704000000000025,True
CHEMBL3651006,0.14,nM,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1C#N,9.853871964321762,375.133139404,6,2,3.1878800000000016,True
CHEMBL3651027,0.14,nM,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C4=CC(=O)CC4)c3)c12,9.853871964321762,390.13280505599994,6,2,3.0294000000000008,True
CHEMBL3650992,0.15,nM,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1C,9.823908740944319,364.15354049999996,5,2,3.624620000000002,True
CHEMBL3665210,0.1531,nM,CS(=O)(=O)N1CCC[C@H](Nc2nc(Nc3ccncc3)ncc2-c2cnc3[nH]ccc3n2)C1,9.81502480930174,465.1695419760001,9,3,2.3894,True
CHEMBL3665204,0.1607,nM,CS(=O)(=O)N1CCC[C@H](Nc2nc(C#N)ncc2-c2cnc3[nH]ccc3n2)C1,9.793984123236655,398.12734281600007,8,2,1.1224799999999995,True
CHEMBL3651043,0.17,nM,C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4cccc(C)c4)c23)c1,9.769551078621726,368.16371126,3,2,5.114920000000003,True
CHEMBL3665221,0.1897,nM,C[C@H]1C[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)CN(C2(CC#N)COC2)C1,9.721932669111338,403.21205842,7,2,2.824880000000001,True
CHEMBL3650994,0.19,nM,C=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1C,9.721246399047171,350.13789043599996,5,2,3.2345200000000016,True
CHEMBL3651005,0.19,nM,C=C(C)C(=O)Nc1cc(C)cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,9.721246399047171,364.15354049999996,5,2,3.624620000000002,True
CHEMBL3665133,0.1919,nM,CCS(=O)(=O)N1CC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,9.716925025264528,372.13684488000007,6,2,1.8557999999999997,True
CHEMBL3665137,0.1948,nM,CCC(=O)N1CC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,9.710411047457404,336.16985926,5,2,2.4427000000000003,True
CHEMBL3652404,0.198,nM,C[C@H]1CN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C[C@@H]1CO,9.703334809738468,421.214760852,6,2,1.8428999999999998,True
CHEMBL3910244,0.2,nM,CC(C)NC(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)C(=O)N(C)C)cc3)nc12,9.698970004336019,417.1913229760001,6,3,2.834880000000001,True
CHEMBL3921536,0.2,nM,CC(C)NC(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)C(=O)N4CCNCC4)cc3)nc12,9.698970004336019,458.2178720720001,7,4,2.1784799999999995,True
CHEMBL3672473,0.2,nM,CC[C@H]1CN(c2ncc(C#N)s2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)C)c3)cc12,9.698970004336019,503.2215775480001,10,2,3.6077800000000027,True
CHEMBL3671816,0.2,nM,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@@]1(C)O,9.698970004336019,378.205576072,5,3,3.451700000000003,True
