molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL3660128,0.38,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(Cl)s1,9.42021640338319,505.06452379999996,9,1,2.9407200000000007,True
CHEMBL3660129,0.39,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cccs1,9.4089353929735,471.10349615200005,9,1,2.2873200000000002,True
CHEMBL1808979,0.4,nM,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N(C)CCN(C)C)cc3)cc2)nc(N2CCOCC2)n1,9.397940008672037,534.2703015680001,9,2,2.6614000000000004,True
CHEMBL4515169,0.4,nM,COc1ncc(-c2ccc3ncnc(NC4CCN(C(C)=O)CC4)c3c2)cc1NS(C)(=O)=O,9.397940008672037,470.17362431199996,8,2,2.494700000000001,True
CHEMBL1083912,0.4,nM,CNC(=O)Nc1ccc2c(c1)C(=O)/C(=C\c1c(-c3c(C)nn(C)c3C)[nH]c3ccc(OC)cc13)O2,9.397940008672037,471.19065428000005,6,3,4.561340000000004,True
CHEMBL1083305,0.4,nM,CNC(=O)Nc1ccc2c(c1)C(=O)/C(=C\c1c(-c3c(C)nn(C)c3C)[nH]c3c(F)cc(OC)cc13)O2,9.397940008672037,489.181232468,6,3,4.700440000000003,True
CHEMBL592615,0.4,nM,CN(C)CCNC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,9.397940008672037,575.2968506640001,10,3,2.1472000000000007,True
CHEMBL592445,0.4,nM,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,9.397940008672037,615.3281507920001,10,2,3.022000000000001,True
CHEMBL1204015,0.4,nM,CN(C)CCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1.Cl,9.397940008672037,625.2891784400001,10,2,2.9112000000000013,True
CHEMBL3655855,0.4,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1,9.397940008672037,465.147075216,8,1,2.2258199999999997,True
CHEMBL3655884,0.43,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(F)cc1,9.366531544420413,467.14273878399996,7,1,2.664740000000001,True
CHEMBL4876895,0.43,nM,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCCn1cc(cn1)-c1ncnc3c(C)c-2sc13,9.366531544420413,547.1096441520001,10,2,3.4780200000000017,True
CHEMBL3660126,0.44,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1C(F)(F)F,9.356547323513812,533.134459844,8,1,3.244620000000001,True
CHEMBL3655883,0.44,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.356547323513812,501.128231592,8,1,2.5040200000000006,True
CHEMBL3660101,0.44,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccnn1C,9.356547323513812,453.15830859600004,9,1,1.25914,True
CHEMBL3660130,0.45,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccnn1C,9.346787486224656,469.1532232160001,10,1,0.9593199999999997,True
CHEMBL3655873,0.46,nM,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2ccccc2)c1,9.337242168318426,435.136510532,7,1,2.21722,True
CHEMBL3655874,0.46,nM,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2ccc(F)cc2F)c1,9.337242168318426,471.117666908,7,1,2.495420000000001,True
CHEMBL3660112,0.47,nM,CCc1ncnc(N2CCN(C(C)=O)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,9.327902142064282,522.184937944,7,1,2.7506200000000005,True
CHEMBL3655906,0.47,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(Cl)s1,9.327902142064282,489.06960917999993,8,1,3.240540000000002,True
CHEMBL3648918,0.48,nM,Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CCCC1,9.318758762624412,360.16985926,6,2,3.3405200000000015,True
CHEMBL3660110,0.48,nM,CCc1ncnc(N2CCC(O)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,9.318758762624412,495.17403891199996,7,2,3.0432200000000016,True
CHEMBL1928555,0.5,nM,CCN(/N=C/c1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1C,9.301029995663981,412.09537399199996,8,0,2.4673000000000007,True
CHEMBL4640081,0.5,nM,CNC(=O)[C@H](C)Cn1cnc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4sc(C)nc4C)c3)cc2c1=O,9.301029995663981,542.1406099320001,10,2,2.7233400000000003,True
CHEMBL4641635,0.5,nM,COc1ncc(-c2ccc3ncc(NC(=O)N4CCC[C@H]4C(N)=O)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1Cl,9.301029995663981,615.1103083559999,9,3,2.84,True
CHEMBL4449091,0.5,nM,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(C)=O)C4)c3c2)cc1NS(C)(=O)=O,9.301029995663981,456.15797424799996,8,2,2.1045999999999996,True
CHEMBL3218576,0.5,nM,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,9.301029995663981,480.2233513760001,11,2,0.661800000000002,True
CHEMBL3660125,0.5,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1OC(F)(F)F,9.301029995663981,549.1293744640001,9,1,3.1244200000000015,True
CHEMBL1204014,0.5,nM,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1.Cl,9.301029995663981,623.2735283760002,10,2,2.665200000000002,True
CHEMBL1928725,0.5,nM,CN(/N=C/c1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,9.301029995663981,418.025101512,8,0,2.42218,True
CHEMBL3655895,0.51,nM,Cc1ncnc(N2CCOCC2)c1C#Cc1c[nH]c(=O)c(NS(=O)(=O)c2ccc(F)cc2F)c1,9.292429823902063,487.112581528,7,2,1.78872,True
CHEMBL3655875,0.53,nM,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2cccs2)c1,9.275724130399212,441.092931468,8,1,2.27872,True
CHEMBL1910998,0.53,nM,Oc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,9.275724130399212,433.16739397200007,10,1,1.5268999999999997,True
CHEMBL3660132,0.53,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(C)o1,9.275724130399212,469.141989836,9,1,2.1272399999999996,True
CHEMBL3660123,0.55,nM,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2ccco2)c1,9.259637310505756,469.141989836,9,1,2.0728,True
CHEMBL3655896,0.55,nM,CCc1ncnc(N2CCC(C)(O)CC2)c1C#Cc1cnc(C)c(NS(C)(=O)=O)c1,9.259637310505756,429.183460724,7,2,1.8649199999999997,True
CHEMBL3660131,0.55,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cnn(C)c1,9.259637310505756,469.1532232160001,10,1,0.9593199999999997,True
CHEMBL3655902,0.55,nM,Cc1cc(S(=O)(=O)Nc2cc(C#Cc3c(C)ncnc3N3CCOCC3)cnc2C)c(C)s1,9.259637310505756,483.13988166,8,1,3.2039800000000023,True
CHEMBL3655905,0.56,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cnn(C)c1,9.2518119729938,453.15830859600004,9,1,1.2591399999999997,True
CHEMBL3655880,0.59,nM,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2ccccc2)c1,9.229147988357855,479.16272528,8,1,2.479800000000001,True
CHEMBL5091789,0.6,nM,NC(=O)[C@H]1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,9.221848749616356,601.27611522,10,3,1.9456999999999993,True
CHEMBL5074018,0.6,nM,NC(=O)C1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,9.221848749616356,601.27611522,10,3,1.9456999999999993,True
CHEMBL592619,0.6,nM,O=C(Nc1ccc(C(=O)N2CCC(N3CCCCC3)CC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,9.221848749616356,655.3594509200001,10,2,3.9463000000000026,True
CHEMBL4445101,0.6,nM,COc1ncc(-c2cc(OCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.221848749616356,573.1493609600001,9,3,4.1423200000000024,True
CHEMBL1762790,0.6,nM,Cc1nc(N)nc(-n2c(Nc3cc(O)cc(O)c3)nc3ccccc32)n1,9.221848749616356,349.12872272000004,9,4,2.2559199999999997,True
CHEMBL4527563,0.6,nM,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.221848749616356,542.1435473079999,8,1,4.645620000000004,True
CHEMBL1808980,0.6,nM,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN(C)C)cc3)cc2)nc(N2CCOCC2)n1,9.221848749616356,520.2546515040001,9,3,2.3191999999999995,True
CHEMBL1765627,0.6,nM,O=S(=O)(Nc1cncc(-c2ccc3ncc(-c4nn[nH]n4)n3c2)c1)c1ccc(F)cc1F,9.221848749616356,454.07719906400007,8,2,2.655400000000001,True
CHEMBL4644237,0.6,nM,CNC(=O)C(C)Cn1cnc2ccc(-c3cnc(C(F)(F)F)c(NS(=O)(=O)c4ccc(F)cc4Cl)c3)cc2c1=O,9.221848749616356,597.08606568,7,2,4.452700000000003,True
CHEMBL1808984,0.6,nM,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(OC5COC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,9.221848749616356,574.2652161880001,10,2,2.1843999999999992,True
CHEMBL3655867,0.63,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1C(F)(F)F,9.200659450546418,517.139545224,7,1,3.5444400000000025,True
CHEMBL3655879,0.63,nM,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2ccc(F)cc2F)c1,9.200659450546418,515.143881656,8,1,2.758000000000001,True
CHEMBL3660124,0.64,nM,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(C)(=O)=O,9.193820026016112,403.131425152,8,1,0.7965200000000001,True
CHEMBL3655856,0.65,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1F,9.187086643357144,467.14273878399996,7,1,2.664740000000001,True
CHEMBL4527487,0.66,nM,COc1ncc(-c2cc(OCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.18045606445813,587.165011024,9,3,4.532420000000003,True
CHEMBL3655877,0.66,nM,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2cnn(C)c2)c1,9.18045606445813,439.14265853200004,9,1,0.9507199999999996,True
CHEMBL4869487,0.66,nM,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NC[C@@H]1CN(CCO1)c1ncnc3c(C)c-2sc13,9.18045606445813,552.124959868,10,2,2.819720000000001,True
CHEMBL2375957,0.686,nM,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(N)=O)CC3)c2=O)cc1F,9.163675884293248,456.19213149999996,9,2,1.8774199999999994,True
CHEMBL4435527,0.69,nM,COc1ncc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.161150909262744,601.1806610880001,9,3,4.922520000000003,True
CHEMBL5076528,0.7,nM,NC(=O)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,9.154901959985743,615.291765284,10,3,2.193299999999999,True
CHEMBL1922090,0.7,nM,Cc1c(CN2CCN(C(=O)CN)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,9.154901959985743,483.2164921680001,11,2,0.4784200000000022,True
CHEMBL5071942,0.7,nM,NC(=O)[C@@H]1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,9.154901959985743,601.27611522,10,3,1.9456999999999993,True
CHEMBL4174456,0.7,nM,COc1ncc(-c2cc(OC(C)C)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.154901959985743,515.143881656,8,2,4.457220000000002,True
CHEMBL4542688,0.7,nM,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CCOCC5)C4)c3c2)cc1NS(C)(=O)=O,9.154901959985743,526.1998390599999,9,2,2.5113000000000003,True
CHEMBL592461,0.7,nM,O=C(Nc1ccc(C(=O)N2CCC(N3CCCC3)CC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,9.154901959985743,641.343800856,10,2,3.5562000000000022,True
CHEMBL2387082,0.71,nM,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4)cc2OCC3)n(C(C)C)n1,9.148741651280925,389.196408356,8,0,3.490820000000002,True
CHEMBL4864419,0.71,nM,O=S(=O)(Nc1cc(-c2ccc3nncc(-c4ccncc4)c3c2)cnc1Cl)c1ccccc1,9.148741651280925,473.07132343200004,6,1,5.208000000000003,True
CHEMBL3655864,0.72,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cccs1,9.142667503568731,455.108581532,8,1,2.5871400000000007,True
CHEMBL4165063,0.73,nM,COc1ncc(-c2cc(OCC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.136677139879545,571.170096404,9,2,4.475420000000002,True
CHEMBL3648932,0.731,nM,CNc1nc(C)c2cc(-c3cccc(O)c3)c(=O)n(C3CCCC3)c2n1,9.136082623042139,350.174275944,6,2,3.6293200000000025,True
CHEMBL3655869,0.74,nM,Cc1ncc(C#Cc2c(C)ncnc2N(C)C(C)C)cc1NS(=O)(=O)c1ccc(F)cc1F,9.130768280269024,471.15405241599996,6,1,3.811840000000003,True
CHEMBL3648913,0.75,nM,CNc1nc(C)c2cc(-c3cnc4[nH]ccc4c3)c(=O)n(C3CCCC3)c2n1,9.1249387366083,374.185509324,6,2,3.8000200000000017,True
CHEMBL3660122,0.75,nM,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2cccs2)c1,9.1249387366083,485.11914621600005,9,1,2.5413000000000006,True
CHEMBL3652248,0.788,nM,CCNc1nc(C)c2cc(-c3cnc(OC)c(F)c3)c(=O)n([C@H]3CC[C@H](O)CC3)c2n1,9.103473782510445,427.201967912,8,2,3.2174200000000015,True
CHEMBL3655871,0.79,nM,CC(=O)N1CCN(c2ncnc(C)c2C#Cc2cnc(C)c(NS(=O)(=O)c3ccc(F)cc3F)c2)CC1,9.102372908709558,526.1598660679999,7,1,2.635740000000001,True
CHEMBL1928726,0.8,nM,COc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,9.096910013008056,414.07463854800005,9,0,1.7773799999999997,True
CHEMBL4868571,0.8,nM,COc1ncc2cc1NS(=O)(=O)c1cc(c(F)cc1F)C(=O)NCc1cncc(c1)-c1ccnc3ccc-2cc13,9.096910013008056,559.1125815280001,7,2,4.689800000000003,True
CHEMBL1765463,0.8,nM,CCOC(=O)c1cnc2ccc(-c3cncc(NS(=O)(=O)c4ccccc4)c3)cn12,9.096910013008056,422.10487605599997,7,1,3.373800000000002,True
CHEMBL3655861,0.8,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1c(F)cccc1F,9.096910013008056,485.133316972,7,1,2.803840000000001,True
CHEMBL517163,0.8,nM,COc1cc2c(cc1Nc1nc(Nc3cccc4c3C(=O)NC4)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,9.096910013008056,512.2284367560001,8,4,3.147800000000001,True
CHEMBL1765617,0.8,nM,O=S(=O)(Nc1cncc(-c2ccc3ncc(-c4nn[nH]n4)n3c2)c1)c1ccccc1,9.096910013008056,418.09604268800007,8,2,2.3772,True
CHEMBL1092404,0.8,nM,CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCNCC5)cc4)cc3)nc21,9.096910013008056,554.2753869480001,8,3,3.6442000000000014,True
CHEMBL1808981,0.8,nM,CNCCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(OC)nc(N4CCOCC4)n3)cc2)cc1,9.096910013008056,520.2546515040001,9,3,2.3191999999999995,True
CHEMBL4864407,0.8,nM,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1cncc(c1)-c1cnc3ccc-2cn13,9.096910013008056,512.1266741200001,8,2,3.5111000000000017,True
CHEMBL3655876,0.8,nM,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2cccnc2)c1,9.096910013008056,436.1317595,8,1,1.61222,True
CHEMBL4739883,0.8,nM,COc1ncc(-c2ccc3nccc(/C(C)=C/C(=O)N4CCN(C)CC4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.096910013008056,593.190831848,7,1,4.5617000000000045,True
CHEMBL4166144,0.8,nM,COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.096910013008056,557.15444634,9,2,4.227820000000002,True
CHEMBL3660102,0.83,nM,COCCN1CCN(c2ncnc(C)c2C#Cc2cnc(C)c(NS(=O)(=O)c3ccccc3)c2)CC1,9.080921907623926,506.2100098199999,8,1,2.45744,True
CHEMBL4169573,0.83,nM,COc1ncc(-c2cc(O[C@H]3CCOC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.080921907623926,543.138796276,9,2,3.837720000000002,True
CHEMBL3655868,0.85,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCCCC2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.070581074285707,483.15405241599996,6,1,3.9575400000000025,True
CHEMBL3655870,0.86,nM,Cc1ncc(C#Cc2c(C)ncnc2N(C)C2CCOCC2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.065501548756432,513.1646171,7,1,3.5824400000000027,True
CHEMBL3655900,0.86,nM,CCc1ncnc(N2CCC(O)CC2)c1C#Cc1cnc(C)c(NS(C)(=O)=O)c1,9.065501548756432,415.16781066,7,2,1.4748199999999998,True
CHEMBL3660109,0.89,nM,CCc1ncnc(N2CCN(C)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,9.050609993355087,494.1900233239999,7,1,2.833920000000001,True
CHEMBL1082622,0.9,nM,COc1ccc2[nH]cc(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N6CCN(C)CC6)cc5)cc4C3=O)c2c1,9.045757490560675,551.216869028,6,3,4.824300000000004,True
CHEMBL4461362,0.9,nM,COc1ncc(-c2ccc3ncnc(NC4CCNCC4)c3c2)cc1NS(C)(=O)=O,9.045757490560675,428.1630596279999,8,3,2.2358000000000002,True
CHEMBL1928541,0.9,nM,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,9.045757490560675,398.0797239280001,8,0,2.0772,True
CHEMBL1092072,0.9,nM,CN(C)CCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ccn(CC(F)(F)F)c4n3)cc2)cc1,9.045757490560675,624.2784216399999,8,2,4.774800000000003,True
CHEMBL5093540,0.9,nM,C[C@@H](NC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1)C(N)=O,9.045757490560675,575.2604651560001,10,4,1.4594,True
CHEMBL2386971,0.93,nM,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C5CN(C(=O)[C@H](C)O)C5)c4)cc2OCC3)n(C(C)C)n1,9.031517051446064,502.24408681999995,10,1,2.7179200000000003,True
CHEMBL4871838,0.936,nM,O=S(=O)(Nc1cc(-c2ccc3nncc(-c4cnc(N5CCOCC5)nc4)c3c2)cnc1Cl)c1ccccc1,9.028724151261894,559.119336244,9,1,4.439600000000004,True
CHEMBL4168480,0.95,nM,COc1ncc(-c2cc(OC3CCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.022276394711152,527.143881656,8,2,4.601320000000003,True
CHEMBL4174909,0.96,nM,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(O[C@@H]3CCOC3)c2n1,9.017728766960431,557.1544463399998,9,2,4.297220000000003,True
CHEMBL3655885,0.97,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cc(F)cc(F)c1,9.013228265733755,485.133316972,7,1,2.803840000000001,True
CHEMBL3648924,0.989,nM,COc1cc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)ccc1O,9.00480370840282,366.16919056399996,7,2,3.1784200000000022,True
CHEMBL4176771,1.0,nM,COc1ncc(-c2cc(O[C@@H]3CCOC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,9.0,543.138796276,9,2,3.837720000000002,True
CHEMBL3655891,1.0,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(C)(=O)=O,9.0,387.136510532,7,1,1.09634,True
CHEMBL549959,1.0,nM,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O,9.0,322.084123548,5,1,2.2062,True
CHEMBL1808988,1.0,nM,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(O[C@H]5CCOC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,9.0,616.31216638,10,2,3.353100000000002,True
CHEMBL1090239,1.0,nM,CN1CCN(C(=O)c2cccc(-c3cc4nc(-c5cnc(N)nc5)nc(N5CCOCC5)c4s3)c2)CC1,9.0,516.2055931360001,10,1,2.6217000000000006,True
CHEMBL3660099,1.0,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cccnc1,9.0,450.147409564,8,1,1.92064,True
CHEMBL4853785,1.0,nM,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1cccc(c1)Cc1cnc3sc-2nn13,9.0,532.0987451200001,9,2,3.4964000000000013,True
CHEMBL4225483,1.0,nM,COc1ncc(-c2cc3c(C)nc(NC(C)=O)nc3s2)cc1NS(=O)(=O)c1ccc(Cl)s1,9.0,509.0052946719999,9,2,4.544420000000003,True
CHEMBL3660118,1.0,nM,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(C)(=O)=O)c1,9.0,417.147075216,8,1,1.0505000000000002,True
CHEMBL3655904,1.0,nM,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccoc1,9.0,439.13142515199996,8,1,2.11864,True
CHEMBL3655881,1.0,nM,CCc1ncnc(N(C)C)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,9.0,439.1478241639999,6,1,3.1481200000000014,True
