,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
193,193,CHEMBL31965,9.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,8.045757490560675,485.16299556,7,2,4.391500000000003,True
194,194,CHEMBL1645467,9.0,nM,NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1,8.045757490560675,322.190594704,6,2,2.395999999999999,True
196,196,CHEMBL3921302,9.0,nM,CN1CCN(c2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CCl)c5cc34)cc2Cl)CC1,8.045757490560675,530.1236086079999,10,1,3.4685000000000024,True
198,198,CHEMBL1922898,9.3,nM,Fc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,8.031517051446064,354.068366904,4,2,5.286300000000002,True
200,200,CHEMBL1873475,9.4,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,8.0268721464003,440.19607400800004,7,1,4.2173000000000025,True
205,205,CHEMBL570760,10.0,nM,CN(C(=O)c1ccccc1)C1CN[C@H](C(=O)N2CC=C(c3ccccc3)CC2)[C@@H](C(=O)NO)C1,8.0,462.22670543999993,5,3,1.9265999999999994,True
209,209,CHEMBL4783947,10.4,nM,O=C(CNCCO)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,7.982966660701219,495.147345496,7,4,4.2653000000000025,True
210,210,CHEMBL597551,10.6,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC(=O)NO,7.97469413473523,406.08441089199994,7,3,3.448800000000001,True
212,212,CHEMBL5209046,10.77,nM,Cc1cc(Nc2c(C#N)cnc3ccc(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1cc2nncn2cn1,7.967784296702018,545.2287711040001,10,2,4.977400000000003,True
214,214,CHEMBL497804,11.0,nM,O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.958607314841775,494.09795278,7,3,4.880700000000003,True
217,217,CHEMBL4787483,11.0,nM,C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)c1,7.958607314841775,496.141451592,6,3,6.120400000000003,True
218,218,CHEMBL3969056,11.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,7.958607314841775,439.2120584200001,7,2,3.810500000000002,True
220,220,CHEMBL568346,11.0,nM,O=C(NO)[C@H]1C[C@H](OC(=O)N2CCCC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)C1,7.958607314841775,428.205969996,6,3,0.9967000000000008,True
221,221,CHEMBL257872,11.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2C)cn1,7.958607314841775,475.233187788,9,3,3.7361400000000016,True
224,224,CHEMBL1923004,11.0,nM,Cn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.958607314841775,418.080823408,5,1,6.176400000000002,True
225,225,CHEMBL1614726,11.0,nM,OCCOCCn1ccc2ncnc(Nc3cnc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.958607314841775,493.112851808,8,2,5.043300000000003,True
226,226,CHEMBL1922900,11.0,nM,Clc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,7.958607314841775,370.038816364,4,2,5.800600000000003,True
228,228,CHEMBL585299,11.5,nM,CN1C[C@@H](OC(=O)N2CCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,7.939302159646388,459.2481691560001,7,2,0.7619000000000027,True
229,229,CHEMBL381604,12.0,nM,Nc1nccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,7.920818753952375,446.105815032,7,2,4.363700000000002,True
232,232,CHEMBL483321,12.0,nM,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,7.920818753952375,469.211389724,7,2,4.953340000000003,True
233,233,CHEMBL28418,12.0,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,7.920818753952375,343.06361587200007,5,2,3.6854000000000013,True
235,235,CHEMBL404181,12.0,nM,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1,7.920818753952375,515.1739586599999,10,1,3.854000000000002,True
236,236,CHEMBL1923007,12.0,nM,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.920818753952375,448.091388092,6,2,5.631700000000003,True
239,239,CHEMBL4778909,12.0,nM,C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)c1,7.920818753952375,485.19640835600006,6,3,5.891000000000004,True
241,241,CHEMBL255871,12.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,7.920818753952375,391.155686416,8,2,3.3198000000000025,True
243,243,CHEMBL417478,12.0,nM,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,7.920818753952375,482.16332990800004,7,2,4.420900000000004,True
248,248,CHEMBL597752,12.4,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCC(=O)NO,7.906578314837764,420.10006095599994,7,3,3.8389000000000015,True
249,249,CHEMBL248114,13.0,nM,Cc1cncc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCC(N)CC6)c45)ccc32)c1,7.886056647693163,467.2545919280001,9,2,3.497420000000001,True
250,250,CHEMBL488350,13.0,nM,COC(=O)CNCc1ccc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cn2)o1,7.886056647693163,495.19065428000005,9,2,4.870000000000003,True
251,251,CHEMBL334801,13.0,nM,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.886056647693163,497.11748510800004,7,3,3.0935000000000006,True
253,253,CHEMBL4759178,13.0,nM,C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(Oc5ccccc5)cc4)c23)c1,7.886056647693163,447.169524912,5,3,6.285300000000005,True
255,255,CHEMBL496174,13.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5CCCN5)sc34)cc2Cl)c1,7.886056647693163,478.10303816000004,6,2,5.909900000000003,True
256,256,CHEMBL3133816,13.0,nM,CC(=O)c1ccc2[nH]c3nccc(Nc4cccc(O)c4)c3c2c1,7.886056647693163,317.11642672,4,3,4.367900000000002,True
258,258,CHEMBL1923000,13.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,7.886056647693163,368.084016968,4,2,5.073000000000002,True
259,259,CHEMBL4759697,13.0,nM,C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCC(=O)NO)nn1,7.886056647693163,526.12800702,10,4,3.3564000000000007,True
260,260,CHEMBL204570,13.0,nM,OCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,7.886056647693163,460.110231716,6,2,4.878800000000003,True
261,261,CHEMBL205798,13.0,nM,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,7.886056647693163,486.12588178,5,2,5.949900000000004,True
266,266,CHEMBL329856,14.0,nM,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.853871964321762,423.069472296,5,2,3.639400000000001,True
270,270,CHEMBL4741898,14.0,nM,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OCC)c23)c1,7.853871964321762,482.24302420000004,6,2,4.566900000000003,True
273,273,CHEMBL2347958,14.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,7.853871964321762,485.16299556,7,2,4.389900000000002,True
274,274,CHEMBL514938,14.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,7.853871964321762,451.05575361999996,6,1,7.0664000000000025,True
276,276,CHEMBL434827,14.0,nM,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.853871964321762,525.1487852360001,7,3,3.8737000000000013,True
277,277,CHEMBL3930506,14.0,nM,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,7.853871964321762,440.15276522400006,6,2,4.541500000000003,True
284,284,CHEMBL4783667,15.0,nM,C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(CN5C(=O)c6ccccc6C5=O)cc4)c23)ccc1OCCO,7.823908740944319,574.196467932,8,4,4.660300000000004,True
285,285,CHEMBL596736,15.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)NO,7.823908740944319,434.11571101999994,7,3,4.229000000000002,True
286,286,CHEMBL1923012,15.0,nM,OCCCCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.823908740944319,490.138338284,6,2,6.802000000000004,True
290,290,CHEMBL569853,15.5,nM,CC(C)C(=O)N(C)C1CN[C@H](C(=O)N2CC=C(c3ccccc3)CC2)[C@@H](C(=O)NO)C1,7.809668301829708,428.24235550399993,5,3,1.268800000000002,True
291,291,CHEMBL598797,15.7,nM,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,7.804100347590766,434.19540531199993,7,3,4.198000000000002,True
292,292,CHEMBL4637274,15.7,nM,C#Cc1cccc(Nc2cccc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,7.804100347590766,432.204907376,5,3,5.408000000000003,True
294,294,CHEMBL30432,16.0,nM,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,7.795880017344075,395.1858436720001,7,1,4.232400000000002,True
296,296,CHEMBL461426,16.0,nM,NC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.795880017344075,537.103766432,8,3,4.983700000000003,True
297,297,CHEMBL94062,16.0,nM,O=C(C#CCO)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.795880017344075,396.022187756,5,3,3.070100000000001,True
298,298,CHEMBL4783641,16.0,nM,C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCCCC(=O)NO)nn1,7.795880017344075,554.1593071479999,10,4,4.136600000000002,True
299,299,CHEMBL3633929,16.0,nM,CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,7.795880017344075,419.114902496,6,2,4.959200000000003,True
300,300,CHEMBL233325,16.0,nM,O[C@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,7.795880017344075,486.22918570400003,9,3,2.7760999999999996,True
301,301,CHEMBL1922897,16.0,nM,Clc1cc(Nc2ncnc3cc[nH]c23)ccc1Oc1ccccc1,7.795880017344075,336.077788716,4,2,5.1472000000000016,True
305,305,CHEMBL401713,17.0,nM,COc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc1ccccn1,7.769551078621726,491.228102408,10,3,2.914600000000001,True
306,306,CHEMBL3967962,17.0,nM,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1,7.769551078621726,465.2277084840001,7,2,4.344700000000002,True
308,308,CHEMBL448628,17.0,nM,COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCN(C(=O)N(C)C)CC5)CC4)c4ncnc(N)c34)cc2[nH]1,7.769551078621726,608.3335705200001,9,2,4.334100000000002,True
310,310,CHEMBL1923005,17.0,nM,Cn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21,7.769551078621726,434.075738028,6,1,6.056200000000002,True
312,312,CHEMBL248322,18.0,nM,NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccc[n+]5[O-])c(Cl)c4)c23)CC1,7.744727494896693,479.18365075199995,8,2,3.261800000000001,True
313,313,CHEMBL394057,18.0,nM,O=C(O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,7.744727494896693,446.15026668800004,8,2,3.611200000000002,True
315,315,CHEMBL2348416,18.0,nM,COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,7.744727494896693,478.0866391480001,8,2,6.252600000000003,True
316,316,CHEMBL569880,18.0,nM,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCCOC,7.744727494896693,531.148488368,7,2,4.445700000000003,True
317,317,CHEMBL2048790,18.0,nM,O=C1NCc2cc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)ccc21,7.744727494896693,435.109817116,7,3,3.856300000000002,True
318,318,CHEMBL256297,18.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,7.744727494896693,401.10548068400004,7,2,4.154200000000002,True
319,319,CHEMBL373532,18.0,nM,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1,7.744727494896693,355.18959166,4,3,1.5659999999999998,True
321,321,CHEMBL228276,18.0,nM,Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1OC1CCN(C(=O)C2CCCC2)CC1,7.744727494896693,516.284889012,8,1,4.473420000000004,True
322,322,CHEMBL565467,18.0,nM,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)O[C@H]1CC[C@H](N)CC1,7.744727494896693,524.2648222640001,9,3,4.377800000000002,True
323,323,CHEMBL565714,18.0,nM,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCN1CCNCC1,7.744727494896693,539.2757212960001,10,3,3.0131000000000006,True
324,324,CHEMBL496628,18.0,nM,O=C(NO)[C@H]1C[C@@H](CC(=O)N2CCCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,7.744727494896693,456.27365563200004,5,2,2.2756999999999996,True
325,325,CHEMBL524457,18.0,nM,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1,7.744727494896693,444.21862102000006,8,2,4.1593000000000035,True
328,328,CHEMBL3970330,19.0,nM,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,7.721246399047171,606.306687076,10,2,4.538700000000003,True
331,331,CHEMBL598377,19.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,7.721246399047171,462.14701114799993,7,3,5.009200000000003,True
332,332,CHEMBL255376,19.0,nM,OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,7.721246399047171,512.173894592,8,3,4.303500000000002,True
333,333,CHEMBL2138625,19.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,7.721246399047171,506.19971541600006,6,2,4.667900000000004,True
334,334,CHEMBL403785,19.0,nM,C[C@@H](COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)N(C)C(=O)CO,7.721246399047171,507.16733199199996,8,2,4.218800000000003,True
336,336,CHEMBL477078,19.0,nM,O=C(O)CNCc1ccc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cn2)o1,7.721246399047171,481.1750042160001,8,3,4.781600000000003,True
338,338,CHEMBL403774,19.0,nM,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N1CCOCC1,7.721246399047171,519.167331992,8,1,4.626900000000003,True
339,339,CHEMBL493428,19.0,nM,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,7.721246399047171,562.2162380720001,9,2,4.703700000000003,True
345,345,CHEMBL1645465,20.0,nM,C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,7.698970004336019,363.16952491200004,7,2,1.9591999999999998,True
347,347,CHEMBL567197,20.0,nM,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)O[C@H]1CC[C@@](C)(N)CC1,7.698970004336019,538.2804723280001,9,3,4.767900000000003,True
349,349,CHEMBL499534,20.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCNCC1,7.698970004336019,606.1616156559999,9,3,4.930200000000005,True
352,352,CHEMBL1645469,20.0,nM,Cc1ccccc1Nc1ncnn2ccc(CN3CCC(N)CC3)c12,7.698970004336019,336.206244768,6,2,2.7044200000000007,True
353,353,CHEMBL598163,20.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCC(=O)NO,7.698970004336019,448.13136108399993,7,3,4.619100000000003,True
354,354,CHEMBL1922899,20.0,nM,Fc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,7.698970004336019,354.068366904,4,2,5.286300000000002,True
355,355,CHEMBL497863,20.0,nM,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/NCC(F)(F)F,7.698970004336019,458.15905545600003,8,3,3.825300000000002,True
356,356,CHEMBL597773,20.1,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCCCCCC(=O)NO,7.696803942579511,489.15791018,7,4,4.959000000000002,True
357,357,CHEMBL4799276,21.0,nM,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OC(C)C)c23)c1,7.67778070526608,496.25867426400004,6,2,4.9554000000000045,True
361,361,CHEMBL3965948,21.0,nM,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,7.67778070526608,561.0414585520001,10,1,3.7094000000000023,True
362,362,CHEMBL567873,21.0,nM,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OC[C@@H]1COCCN1,7.67778070526608,526.2440868200001,10,3,3.0963000000000003,True
365,365,CHEMBL3901296,22.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@]12COC[C@@H]1C2,7.657577319177793,511.178645624,7,2,4.637500000000003,True
366,366,CHEMBL1923001,22.0,nM,Clc1cc(Nc2ncnc3cc[nH]c23)ccc1OCc1ccccn1,7.657577319177793,351.088687748,5,2,4.328900000000002,True
367,367,CHEMBL439425,22.0,nM,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N1CCOCC1,7.657577319177793,526.212866944,8,1,4.536600000000003,True
368,368,CHEMBL31815,22.0,nM,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,7.657577319177793,304.132411132,4,2,3.8063200000000013,True
369,369,CHEMBL413987,22.0,nM,C[C@@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,7.657577319177793,507.167331992,8,2,4.2188000000000025,True
370,370,CHEMBL402113,22.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccccc2)c1,7.657577319177793,373.165108228,8,2,3.1807000000000016,True
371,371,CHEMBL248116,22.0,nM,NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,7.657577319177793,463.188736132,8,2,4.023400000000002,True
372,372,CHEMBL402507,22.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N5CCOCC5)c34)cc2C)cn1,7.657577319177793,499.221954408,8,1,4.803640000000003,True
373,373,CHEMBL583403,22.0,nM,CCC1=C2C(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)=NC=NC2N=C1NC(=O)OC[C@@H]1COCCN1,7.657577319177793,544.2346650080001,10,3,3.235400000000001,True
374,374,CHEMBL1645462,22.0,nM,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,7.657577319177793,530.219014944,10,3,3.8553200000000016,True
377,377,CHEMBL2035810,22.4,nM,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,7.649751981665837,477.13161518000004,9,3,3.8870000000000013,True
378,378,CHEMBL411799,23.0,nM,COc1cc(Nc2ncnc3cccc(O[C@H](C)C(=O)N4CCOCC4)c23)ccc1Oc1ccc(C)nc1,7.638272163982407,515.216869028,9,1,4.503820000000004,True
380,380,CHEMBL411192,23.0,nM,Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1OC1CCN(C(=O)CC(C)(C)C)CC1,7.638272163982407,518.300539076,8,1,4.719420000000005,True
382,382,CHEMBL248108,23.0,nM,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,7.638272163982407,470.23427108400006,8,2,3.9331000000000014,True
384,384,CHEMBL256362,23.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)C)c34)cc2C)cn1,7.638272163982407,457.211389724,7,1,5.033040000000003,True
385,385,CHEMBL3921129,23.0,nM,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,7.638272163982407,576.296122392,9,2,4.912200000000004,True
386,386,CHEMBL583218,23.0,nM,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCC1CCNCC1,7.638272163982407,524.2648222640001,9,3,4.107500000000002,True
387,387,CHEMBL4211949,23.2,nM,C=CC(=O)N[C@@H]1Cn2c(c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1=C,7.634512015109101,423.1695249120001,6,2,4.1704000000000025,True
389,389,CHEMBL301018,24.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,7.619788758288394,333.068032556,5,1,4.183100000000002,True
391,391,CHEMBL194389,24.0,nM,COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,7.619788758288394,392.104003464,6,1,5.009400000000003,True
392,392,CHEMBL257198,24.0,nM,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,7.619788758288394,473.163393976,9,1,4.083400000000002,True
394,394,CHEMBL193578,24.0,nM,Clc1cc(Nc2ncnc3cccc(OC4CCOCC4)c23)ccc1OCc1ccccn1,7.619788758288394,462.145868276,7,1,5.558600000000004,True
396,396,CHEMBL138940,24.0,nM,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,7.619788758288394,513.1691435600001,8,3,2.894100000000001,True
397,397,CHEMBL596754,24.2,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1SCCCCCCC(=O)NO,7.616184634019569,478.124167528,7,3,5.722500000000004,True
399,399,CHEMBL4112924,25.0,nM,CO[C@@H]1COC2C1OC[C@H]2Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,7.602059991327962,557.1841249280001,9,2,3.7822000000000013,True
401,401,CHEMBL402293,25.0,nM,CC(C)O/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,7.602059991327962,419.18698654400004,8,2,4.0984000000000025,True
403,403,CHEMBL257197,26.0,nM,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,7.585026652029182,473.163393976,9,1,4.083400000000002,True
405,405,CHEMBL1921813,26.0,nM,COc1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,7.585026652029182,366.0883534,5,2,5.155800000000002,True
408,408,CHEMBL202556,26.0,nM,O=C(C#CCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,7.585026652029182,440.11637971600004,7,2,2.835,True
410,410,CHEMBL3409484,26.0,nM,CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cn2)o1,7.585026652029182,529.1783753440001,9,2,4.741600000000004,True
411,411,CHEMBL248321,26.0,nM,NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23)CC1,7.585026652029182,464.18398510000003,9,2,3.418400000000001,True
412,412,CHEMBL53665,26.0,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,7.585026652029182,387.0131002920001,5,2,3.794500000000002,True
414,414,CHEMBL392273,27.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1,7.568636235841012,470.23427108400006,8,2,3.8053000000000017,True
416,416,CHEMBL3907533,27.0,nM,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,7.568636235841012,563.264487916,9,2,4.997000000000003,True
418,418,CHEMBL257816,27.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc2c(ccn2Cc2cccc(F)c2)c1,7.568636235841012,390.16043744800004,7,2,3.924800000000002,True
419,419,CHEMBL572045,27.5,nM,CN1C[C@@H](OC(=O)N2CCCCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,7.560667306169737,501.295119348,7,2,1.9322000000000015,True
420,420,CHEMBL605976,27.8,nM,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO,7.555955204081924,438.22670543999993,7,3,4.646200000000003,True
421,421,CHEMBL566350,28.0,nM,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCN1CCCCC1,7.552841968657781,538.2804723280001,9,2,4.593800000000003,True
423,423,CHEMBL2048791,28.0,nM,O=C1Cc2cc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)ccc2N1,7.552841968657781,435.109817116,7,3,4.107500000000002,True
